NombreChequeador,FechaDespacho,HoraDespacho,Carrier,NumeroGuia,CantidadDespachada,PaisDestino,ClienteID
Melissa Hernandez C,2014-05-04,7:00:00,UPS,GTM-J6JMUPWYYSHPD0,2,Guatemala,300
Javier Viquez T,2014-05-04,13:00:00,Correos de Costa Rica,PAN-38LYM8MI6VZMCE,3,Panama,5
Victor Arias B,2014-05-05,9:00:00,DHL,NIC-TMBLQLAHXBZKL7,1,Nicaragua,335
Melissa Hernandez C,2014-05-05,12:00:00,FedEx,CRC-8K2YYOWMFQW1KN,2,Costa Rica,280
Victor Arias B,2014-05-05,11:00:00,UPS,CRC-TB6OUR4YQHQJCY,2,Costa Rica,377
Melissa Hernandez C,2014-05-05,10:00:00,GoPato,GTM-SKVFQBG5JJZUPR,2,Guatemala,273
Javier Viquez T,2014-05-05,10:00:00,GoPato,GTM-QZC8ZH3WEIWHUM,2,Guatemala,33
Victor Arias B,2014-05-05,12:00:00,DHL,PAN-81RQ6XT9LJ5TEY,3,Panama,382
Pedro Rodriguez O,2014-05-06,10:00:00,DHL,GTM-GCRSG2UWI3C5CP,1,Guatemala,135
Pedro Rodriguez O,2014-05-06,9:00:00,UPS,GTM-3G670ZR5AVOEAP,3,Guatemala,330
Pedro Rodriguez O,2014-05-06,7:00:00,DHL,NIC-WN471XEVGXMZED,3,Nicaragua,414
Melissa Hernandez C,2014-05-06,8:00:00,FedEx,CRC-83GAAD8RLLJSPU,2,Costa Rica,132
Victor Arias B,2014-05-07,12:00:00,FedEx,NIC-34WPLOOJM2X4T2,3,Nicaragua,358
Juan Gomez H,2014-05-07,12:00:00,UPS,PAN-9BURGYJYW5CENG,2,Panama,367
Pedro Rodriguez O,2014-05-07,9:00:00,UPS,GTM-14TUCR9T15ZNZK,2,Guatemala,231
Javier Viquez T,2014-05-08,10:00:00,UPS,NIC-O4S3BJKTPT956J,3,Nicaragua,343
Victor Arias B,2014-05-08,9:00:00,UPS,GTM-GAYPB99H5I3DID,1,Guatemala,396
Melissa Hernandez C,2014-05-08,8:00:00,FedEx,PAN-NO5VXW3AUPA0XE,1,Panama,285
Melissa Hernandez C,2014-05-08,8:00:00,UPS,NIC-WL3NMK3BZLUZIG,2,Nicaragua,44
Victor Arias B,2014-05-08,10:00:00,DHL,GTM-Q55BQO4QX40DR4,1,Guatemala,333
Victor Arias B,2014-05-08,9:00:00,UPS,PAN-08IIDO4DUDRD8Q,3,Panama,105
Juan Gomez H,2014-05-09,10:00:00,FedEx,GTM-K48A8P9LA2BJ9T,3,Guatemala,129
Melissa Hernandez C,2014-05-09,11:00:00,FedEx,CRC-BZ8NVTTYUECO6D,1,Costa Rica,437
Javier Viquez T,2014-05-09,7:00:00,GoPato,GTM-9IGAEB0K8V9H3Y,3,Guatemala,394
Victor Arias B,2014-05-09,11:00:00,UPS,NIC-CWJV2SAY3SFZLG,2,Nicaragua,30
Melissa Hernandez C,2014-05-10,13:00:00,DHL,CRC-42WIOF6FUNTNOW,3,Costa Rica,437
Juan Gomez H,2014-05-10,12:00:00,FedEx,GTM-8NBHSCTFEKIB0P,3,Guatemala,359
Javier Viquez T,2014-05-10,10:00:00,GoPato,CRC-5D61JXNWQRDO6N,1,Costa Rica,64
Melissa Hernandez C,2014-05-10,11:00:00,UPS,NIC-H59A4XSI9JORA0,1,Nicaragua,335
Juan Gomez H,2014-05-10,8:00:00,UPS,NIC-DUJ781UTV0W2DD,3,Nicaragua,419
Javier Viquez T,2014-05-11,10:00:00,GoPato,CRC-PKYO60SIAJPI4L,2,Costa Rica,332
Pedro Rodriguez O,2014-05-11,12:00:00,DHL,PAN-33J2MUC8YI7EKF,1,Panama,364
Juan Gomez H,2014-05-11,9:00:00,FedEx,PAN-ECZSSUYKP1NVIM,2,Panama,277
Pedro Rodriguez O,2014-05-11,11:00:00,DHL,GTM-9AJG6YUGASROTZ,2,Guatemala,313
Juan Gomez H,2014-05-11,8:00:00,UPS,NIC-ZDO4N3H3O6MGUK,2,Nicaragua,419
Javier Viquez T,2014-05-11,13:00:00,Correos de Costa Rica,PAN-HZUMMHSSHO0UH5,2,Panama,197
Pedro Rodriguez O,2014-05-12,11:00:00,GoPato,GTM-THQH0Z55QS2HCZ,2,Guatemala,386
Victor Arias B,2014-05-12,7:00:00,Correos de Costa Rica,NIC-X5BUIM0UB4OOPB,3,Nicaragua,393
Melissa Hernandez C,2014-05-12,8:00:00,DHL,PAN-JYJCGLSSATGHGR,1,Panama,315
Pedro Rodriguez O,2014-05-12,13:00:00,UPS,NIC-QFN6EMMQDD5W98,2,Nicaragua,104
Javier Viquez T,2014-05-12,11:00:00,DHL,CRC-KF8TLAEEN0FTAN,3,Costa Rica,137
Pedro Rodriguez O,2014-05-13,11:00:00,GoPato,CRC-OLOEH487NTUVEJ,3,Costa Rica,440
Victor Arias B,2014-05-13,9:00:00,GoPato,GTM-S696LX57B13I79,2,Guatemala,442
Javier Viquez T,2014-05-13,7:00:00,Correos de Costa Rica,GTM-PDWWRMMKN3W52X,2,Guatemala,109
Melissa Hernandez C,2014-05-14,10:00:00,UPS,CRC-KGZ048IE0XLDLX,2,Costa Rica,338
Javier Viquez T,2014-05-14,9:00:00,FedEx,NIC-ZWL2L5V2A8CLG7,2,Nicaragua,393
Pedro Rodriguez O,2014-05-14,12:00:00,GoPato,PAN-FV4HZSX2UHGV67,3,Panama,268
Melissa Hernandez C,2014-05-15,9:00:00,FedEx,GTM-W80XOUEADXP3KR,2,Guatemala,94
Victor Arias B,2014-05-15,8:00:00,UPS,GTM-K0M8DANOZ95QYK,2,Guatemala,121
Victor Arias B,2014-05-15,12:00:00,GoPato,PAN-4UN3ZUXFN8D4H4,3,Panama,188
Juan Gomez H,2014-05-15,10:00:00,DHL,CRC-QETJ2HMVTSILOA,1,Costa Rica,270
Victor Arias B,2014-05-15,13:00:00,Correos de Costa Rica,PAN-FCLAYU6854R6XP,3,Panama,267
Javier Viquez T,2014-05-16,11:00:00,Correos de Costa Rica,GTM-P2WFU14Z2T1U2Y,2,Guatemala,425
Victor Arias B,2014-05-16,10:00:00,Correos de Costa Rica,NIC-G4HJTEW782GEYB,3,Nicaragua,449
Javier Viquez T,2014-05-16,7:00:00,UPS,PAN-LZHBZ3LRSHLOMT,1,Panama,391
Juan Gomez H,2014-05-16,8:00:00,DHL,NIC-ZK2CIB6YF4LQGR,2,Nicaragua,174
Victor Arias B,2014-05-16,11:00:00,Correos de Costa Rica,GTM-LRXMFTNAALRNO6,1,Guatemala,444
Melissa Hernandez C,2014-05-17,10:00:00,GoPato,GTM-62N1E5Q8YCR4DA,2,Guatemala,51
Javier Viquez T,2014-05-17,12:00:00,FedEx,GTM-54HSRHOOOGPHCP,1,Guatemala,425
Juan Gomez H,2014-05-17,13:00:00,DHL,GTM-372M2XBCCH95VW,2,Guatemala,165
Victor Arias B,2014-05-17,11:00:00,DHL,GTM-IA475UMEKMBG5C,3,Guatemala,84
Pedro Rodriguez O,2014-05-17,10:00:00,GoPato,NIC-34FFBH9ZOHXV16,1,Nicaragua,419
Pedro Rodriguez O,2014-05-17,10:00:00,FedEx,GTM-K1T9DHYB3QN1AW,2,Guatemala,272
Javier Viquez T,2014-05-18,8:00:00,DHL,PAN-DND67FXRJ4TTP6,1,Panama,245
Melissa Hernandez C,2014-05-18,9:00:00,Correos de Costa Rica,GTM-WNXZC6TGE2897E,3,Guatemala,344
Victor Arias B,2014-05-18,12:00:00,DHL,PAN-74ZV4V5D2Z95Q8,1,Panama,435
Melissa Hernandez C,2014-05-18,13:00:00,GoPato,GTM-NSD3FOICN3R6DG,1,Guatemala,134
Melissa Hernandez C,2014-05-18,11:00:00,GoPato,CRC-PDJYR1FYVB5T18,2,Costa Rica,349
Pedro Rodriguez O,2014-05-18,9:00:00,DHL,PAN-XRLL3YXLCXJU41,2,Panama,367
Juan Gomez H,2014-05-19,10:00:00,GoPato,PAN-E3O1PH46UY4E2W,3,Panama,172
Melissa Hernandez C,2014-05-19,11:00:00,UPS,CRC-MAYDCE7YGJHI2T,3,Costa Rica,430
Victor Arias B,2014-05-19,9:00:00,Correos de Costa Rica,CRC-4MUQELBTG6VM44,1,Costa Rica,173
Melissa Hernandez C,2014-05-20,10:00:00,Correos de Costa Rica,GTM-3XZOTZF39ULMWL,3,Guatemala,72
Victor Arias B,2014-05-20,7:00:00,DHL,CRC-VPSMJLYGG5IC6Q,3,Costa Rica,294
Juan Gomez H,2014-05-20,11:00:00,FedEx,NIC-ZR0WQ70EP0ZFCM,2,Nicaragua,44
Pedro Rodriguez O,2014-05-20,13:00:00,GoPato,GTM-NEV0I8ZNJM225L,3,Guatemala,67
Pedro Rodriguez O,2014-05-21,9:00:00,FedEx,NIC-MT0IZ887K8SIBT,3,Nicaragua,70
Javier Viquez T,2014-05-21,11:00:00,FedEx,PAN-OO1E747GIVIAIK,2,Panama,229
Pedro Rodriguez O,2014-05-21,9:00:00,UPS,NIC-RV1D7G8JWMBMQA,1,Nicaragua,449
Juan Gomez H,2014-05-21,8:00:00,UPS,GTM-IBFN2PO3963UEN,3,Guatemala,415
Pedro Rodriguez O,2014-05-22,9:00:00,GoPato,CRC-OCM0IRWZZYTGB1,3,Costa Rica,424
Melissa Hernandez C,2014-05-22,10:00:00,DHL,NIC-UGXM06UOWXTR8U,1,Nicaragua,449
Javier Viquez T,2014-05-22,9:00:00,FedEx,GTM-JA99LYXZ8ZHB2T,2,Guatemala,376
Juan Gomez H,2014-05-22,9:00:00,UPS,GTM-0GV0P4P2XPR67F,1,Guatemala,90
Victor Arias B,2014-05-23,10:00:00,UPS,CRC-7G1DX5EAESSLKS,2,Costa Rica,148
Juan Gomez H,2014-05-23,7:00:00,GoPato,CRC-F8JVF8PXPM9VAY,1,Costa Rica,187
Melissa Hernandez C,2014-05-23,12:00:00,DHL,NIC-3LE0O1LKNJTSWA,1,Nicaragua,209
Pedro Rodriguez O,2014-05-23,12:00:00,UPS,PAN-7DOFERGM0PLBTD,1,Panama,389
Juan Gomez H,2014-05-23,12:00:00,Correos de Costa Rica,PAN-KJKC0SEKBPZZ2M,1,Panama,152
Javier Viquez T,2014-05-23,8:00:00,DHL,CRC-3RWTLPYX1EKHOX,2,Costa Rica,437
Javier Viquez T,2014-05-24,8:00:00,DHL,CRC-XVD77N5URXSWLI,3,Costa Rica,111
Juan Gomez H,2014-05-24,12:00:00,DHL,NIC-K4MPLYG8LEO6BO,3,Nicaragua,236
Juan Gomez H,2014-05-24,10:00:00,UPS,PAN-WQLWJQO449RDF2,1,Panama,285
Melissa Hernandez C,2014-05-24,10:00:00,FedEx,GTM-NCX414ERE9OOGX,3,Guatemala,23
Melissa Hernandez C,2014-05-25,8:00:00,UPS,CRC-C7XDYPB507QG9U,1,Costa Rica,316
Victor Arias B,2014-05-25,12:00:00,UPS,CRC-IX7A1AEHNLLPET,2,Costa Rica,320
Victor Arias B,2014-05-25,10:00:00,UPS,GTM-0FAQMI65V9JAN8,3,Guatemala,181
Victor Arias B,2014-05-25,9:00:00,FedEx,GTM-K0D47MIR3COIO7,2,Guatemala,323
Pedro Rodriguez O,2014-05-26,12:00:00,FedEx,NIC-NPJ5SXH6YT406P,1,Nicaragua,86
Javier Viquez T,2014-05-26,7:00:00,DHL,GTM-H2AQQMZNM8RWC9,2,Guatemala,149
Melissa Hernandez C,2014-05-26,11:00:00,DHL,GTM-ZM6O73BU9URTXV,3,Guatemala,67
Juan Gomez H,2014-05-26,13:00:00,UPS,NIC-VWSFYY1SY6KL7G,2,Nicaragua,248
Javier Viquez T,2014-05-27,13:00:00,DHL,CRC-WQXFERZC9BGMMS,2,Costa Rica,87
Javier Viquez T,2014-05-27,8:00:00,DHL,CRC-ON49MO96LCWCLN,3,Costa Rica,228
Victor Arias B,2014-05-27,9:00:00,GoPato,PAN-P3AXXKLLAMH9DM,2,Panama,127
Juan Gomez H,2014-05-27,7:00:00,DHL,PAN-XUJSVYSUVQOZ4P,2,Panama,227
Pedro Rodriguez O,2014-05-28,11:00:00,Correos de Costa Rica,NIC-C2LB8QINOXVTUY,3,Nicaragua,356
Juan Gomez H,2014-05-28,12:00:00,DHL,CRC-0FH35USU828MP3,3,Costa Rica,108
Javier Viquez T,2014-05-28,9:00:00,Correos de Costa Rica,GTM-Z02V6KVAHDXOXP,1,Guatemala,217
Pedro Rodriguez O,2014-05-28,7:00:00,DHL,CRC-3USR7AHHHVRLDI,1,Costa Rica,441
Javier Viquez T,2014-05-28,9:00:00,DHL,PAN-505O5M9XC5ULN3,2,Panama,345
Javier Viquez T,2014-05-29,12:00:00,UPS,GTM-TROPG99MLOEB4V,3,Guatemala,171
Javier Viquez T,2014-05-29,11:00:00,Correos de Costa Rica,NIC-0XSZIZIYBCJQMS,1,Nicaragua,384
Melissa Hernandez C,2014-05-29,11:00:00,Correos de Costa Rica,GTM-69QAVN6Q8LP7F9,2,Guatemala,407
Melissa Hernandez C,2014-05-29,12:00:00,UPS,PAN-JOZMEUDUJ7P0UQ,3,Panama,302
Pedro Rodriguez O,2014-05-30,13:00:00,UPS,GTM-ROVDI50OEFQC9H,2,Guatemala,208
Juan Gomez H,2014-05-30,11:00:00,FedEx,GTM-76K78J288OC6HZ,2,Guatemala,25
Javier Viquez T,2014-05-30,13:00:00,UPS,NIC-US49LI303RGKHC,3,Nicaragua,275
Javier Viquez T,2014-05-30,13:00:00,FedEx,CRC-9T65HSCKUK9L7U,2,Costa Rica,65
Victor Arias B,2014-05-31,13:00:00,UPS,GTM-0XIU453ZIBKZL0,3,Guatemala,260
Juan Gomez H,2014-05-31,9:00:00,Correos de Costa Rica,CRC-YN5W93CL4N1PT9,1,Costa Rica,289
Juan Gomez H,2014-05-31,13:00:00,GoPato,NIC-C39VKSSUWG5GEW,1,Nicaragua,167
Juan Gomez H,2014-05-31,10:00:00,GoPato,CRC-V8CDUWVC0SS1KD,1,Costa Rica,253
Melissa Hernandez C,2014-05-31,12:00:00,DHL,GTM-NVLLI8GGUA70K8,1,Guatemala,219
Melissa Hernandez C,2014-06-01,10:00:00,DHL,GTM-L4C6IP3PFDI4JG,2,Guatemala,33
Victor Arias B,2014-06-01,9:00:00,DHL,PAN-YDFBHH9D65PHBH,1,Panama,43
Melissa Hernandez C,2014-06-01,11:00:00,GoPato,NIC-WYDFT8WFMEAJAH,3,Nicaragua,305
Melissa Hernandez C,2014-06-01,11:00:00,GoPato,GTM-2BKAFMO1QA83XK,2,Guatemala,433
Victor Arias B,2014-06-01,12:00:00,GoPato,GTM-UMUOXA4AE62H3A,2,Guatemala,291
Juan Gomez H,2014-06-02,10:00:00,Correos de Costa Rica,PAN-S96X6ZXIMT1RIT,1,Panama,128
Juan Gomez H,2014-06-02,7:00:00,UPS,GTM-NX5XN8M4NGS7DX,2,Guatemala,400
Victor Arias B,2014-06-02,12:00:00,FedEx,CRC-ZBH2STTL70U5PR,2,Costa Rica,111
Javier Viquez T,2014-06-02,10:00:00,GoPato,GTM-FW1C7PKEP5D046,1,Guatemala,93
Melissa Hernandez C,2014-06-02,11:00:00,Correos de Costa Rica,GTM-SSC8T03XSWL8ZC,3,Guatemala,51
Pedro Rodriguez O,2014-06-03,11:00:00,DHL,GTM-2MMAP7W3NWTYMD,1,Guatemala,265
Pedro Rodriguez O,2014-06-03,11:00:00,Correos de Costa Rica,GTM-AJ5A5QXEOPCI9A,1,Guatemala,17
Victor Arias B,2014-06-03,9:00:00,Correos de Costa Rica,GTM-1ZOBSGFQLYTWLV,2,Guatemala,107
Juan Gomez H,2014-06-03,13:00:00,FedEx,GTM-XHOHTYCL6TIMVI,2,Guatemala,311
Victor Arias B,2014-06-03,11:00:00,UPS,GTM-YGL1NN0A706AVB,3,Guatemala,326
Victor Arias B,2014-06-03,11:00:00,UPS,GTM-4CDFLA3ODMIPGT,3,Guatemala,406
Javier Viquez T,2014-06-04,13:00:00,GoPato,PAN-S89NE5OXCNB0R6,2,Panama,324
Javier Viquez T,2014-06-04,11:00:00,Correos de Costa Rica,GTM-CH114N60XI9MIT,2,Guatemala,138
Juan Gomez H,2014-06-04,11:00:00,DHL,NIC-SPYFKGOIO8KS6A,2,Nicaragua,449
Victor Arias B,2014-06-04,10:00:00,Correos de Costa Rica,GTM-98VS53NKRQAI1E,2,Guatemala,252
Juan Gomez H,2014-06-04,9:00:00,GoPato,CRC-9VE042RMS4QCAO,1,Costa Rica,373
Melissa Hernandez C,2014-06-05,13:00:00,DHL,GTM-TEY7A52VWVSY0T,3,Guatemala,241
Melissa Hernandez C,2014-06-05,12:00:00,UPS,GTM-0TIJUN62LZCWVJ,3,Guatemala,425
Victor Arias B,2014-06-05,9:00:00,DHL,GTM-GUL2WGQTUOD4JR,2,Guatemala,90
Pedro Rodriguez O,2014-06-05,12:00:00,DHL,PAN-VXXNOLA98A164N,2,Panama,224
Juan Gomez H,2014-06-06,13:00:00,Correos de Costa Rica,GTM-YLWXVFHMW2JP47,3,Guatemala,40
Melissa Hernandez C,2014-06-06,9:00:00,Correos de Costa Rica,PAN-CIY0QIIG9URMHE,2,Panama,369
Javier Viquez T,2014-06-06,8:00:00,DHL,GTM-6SP45QFB099BVR,3,Guatemala,124
Victor Arias B,2014-06-06,9:00:00,Correos de Costa Rica,PAN-0GS5ZBAM6GYH20,2,Panama,71
Javier Viquez T,2014-06-07,7:00:00,Correos de Costa Rica,PAN-9MRLVTO4IKOU8M,3,Panama,392
Juan Gomez H,2014-06-07,12:00:00,Correos de Costa Rica,PAN-XDQQP0Z2301QEX,3,Panama,328
Melissa Hernandez C,2014-06-07,11:00:00,UPS,CRC-IKTABHZYMFRP6M,2,Costa Rica,270
Javier Viquez T,2014-06-08,9:00:00,UPS,NIC-YG6A15YTN7KRTP,1,Nicaragua,429
Javier Viquez T,2014-06-08,11:00:00,DHL,NIC-D8AVB72D4GCESB,2,Nicaragua,314
Javier Viquez T,2014-06-08,13:00:00,GoPato,NIC-3ENSJ1GZ3G8L4C,1,Nicaragua,305
Pedro Rodriguez O,2014-06-08,11:00:00,DHL,NIC-PWIJI1ALOR302H,2,Nicaragua,278
Javier Viquez T,2014-06-08,8:00:00,DHL,GTM-JRUSSBTR96Q2SY,3,Guatemala,406
Javier Viquez T,2014-06-09,10:00:00,Correos de Costa Rica,GTM-797XGVV5NYMSDY,1,Guatemala,61
Javier Viquez T,2014-06-09,8:00:00,DHL,GTM-01CGONYO9PTKEE,3,Guatemala,48
Melissa Hernandez C,2014-06-09,13:00:00,DHL,CRC-HT30SJP2FCY8JY,2,Costa Rica,65
Juan Gomez H,2014-06-09,12:00:00,Correos de Costa Rica,PAN-SXSG510ELN82YU,3,Panama,152
Victor Arias B,2014-06-09,13:00:00,DHL,PAN-M4RQ82TYSKDYOR,2,Panama,114
Victor Arias B,2014-06-10,12:00:00,UPS,GTM-E6FUTJ3XLG1JMR,1,Guatemala,149
Victor Arias B,2014-06-10,8:00:00,Correos de Costa Rica,NIC-WSDJMGR42TQX8T,1,Nicaragua,104
Pedro Rodriguez O,2014-06-10,13:00:00,FedEx,NIC-RVTWIOOSWVEL65,1,Nicaragua,86
Juan Gomez H,2014-06-10,7:00:00,UPS,GTM-EG024CYCOUUOAK,2,Guatemala,216
Victor Arias B,2014-06-10,11:00:00,Correos de Costa Rica,NIC-NNN26XJ060SXI6,2,Nicaragua,82
Victor Arias B,2014-06-11,7:00:00,FedEx,NIC-PTJQKMQJNU91QZ,3,Nicaragua,381
Javier Viquez T,2014-06-11,9:00:00,UPS,PAN-JQSB0SY54M1XIB,3,Panama,345
Pedro Rodriguez O,2014-06-11,12:00:00,DHL,GTM-CEUOM5WNZI0WOI,3,Guatemala,368
Pedro Rodriguez O,2014-06-12,11:00:00,FedEx,GTM-R02CY3OQWB4U89,2,Guatemala,260
Juan Gomez H,2014-06-12,9:00:00,FedEx,GTM-VKKHL07J924JPS,2,Guatemala,140
Victor Arias B,2014-06-12,13:00:00,FedEx,GTM-OY9CFVZBU2HJBT,2,Guatemala,233
Pedro Rodriguez O,2014-06-12,11:00:00,UPS,GTM-1209B65YR1MIT2,3,Guatemala,326
Victor Arias B,2014-06-13,12:00:00,DHL,NIC-8WQQKJ3AHHSZIO,1,Nicaragua,116
Juan Gomez H,2014-06-13,9:00:00,UPS,GTM-OJ07TEGXG2L55K,2,Guatemala,147
Pedro Rodriguez O,2014-06-13,11:00:00,FedEx,GTM-89MOM2DVYZN1QG,2,Guatemala,196
Pedro Rodriguez O,2014-06-13,13:00:00,Correos de Costa Rica,CRC-BF1ZGS1OZS3CCM,3,Costa Rica,207
Pedro Rodriguez O,2014-06-13,9:00:00,DHL,NIC-3GYE3PD4AMK96H,2,Nicaragua,278
Javier Viquez T,2014-06-14,10:00:00,Correos de Costa Rica,PAN-RC6JRWUV6IEHTJ,1,Panama,98
Victor Arias B,2014-06-14,9:00:00,DHL,PAN-UM4T0UG081BZ6F,2,Panama,422
Victor Arias B,2014-06-14,11:00:00,Correos de Costa Rica,NIC-JMET36TKCJ418E,3,Nicaragua,39
Victor Arias B,2014-06-14,7:00:00,UPS,NIC-WPCG8XJVVUVPNH,2,Nicaragua,82
Javier Viquez T,2014-06-15,7:00:00,Correos de Costa Rica,-OTNMAS1WW1MMOC,1,Pais,1
Victor Arias B,2014-06-15,9:00:00,GoPato,CRC-1FDGSUI8T9HN1B,1,Costa Rica,184
Victor Arias B,2014-06-15,8:00:00,UPS,PAN-1QQX809A0AZQZ7,2,Panama,176
Melissa Hernandez C,2014-06-15,12:00:00,FedEx,PAN-A0M8JIEVM9XYGA,1,Panama,103
Javier Viquez T,2014-06-15,10:00:00,DHL,CRC-K44XMYDWN9V7UC,1,Costa Rica,257
Javier Viquez T,2014-06-15,11:00:00,FedEx,GTM-5DYUN48UY8TCQX,2,Guatemala,333
Javier Viquez T,2014-06-16,7:00:00,GoPato,GTM-7LTBYLUYI1VY8M,3,Guatemala,402
Pedro Rodriguez O,2014-06-16,8:00:00,DHL,PAN-OAHE8REOBHS00P,2,Panama,401
Javier Viquez T,2014-06-16,11:00:00,UPS,GTM-X25J082BT9JAS6,3,Guatemala,396
Javier Viquez T,2014-06-17,13:00:00,UPS,GTM-Z44YMB2UA2O7Z5,1,Guatemala,118
Victor Arias B,2014-06-17,10:00:00,GoPato,NIC-2PBO9AY0K57MW8,3,Nicaragua,116
Juan Gomez H,2014-06-17,13:00:00,Correos de Costa Rica,GTM-H9K37L9OYRQLX3,3,Guatemala,134
Javier Viquez T,2014-06-17,13:00:00,GoPato,CRC-K0199QS8REPISK,2,Costa Rica,264
Victor Arias B,2014-06-17,11:00:00,UPS,GTM-AWGX1M9GOG8A79,1,Guatemala,79
Juan Gomez H,2014-06-18,13:00:00,FedEx,GTM-GHF5ALR17ELFUT,1,Guatemala,67
Javier Viquez T,2014-06-18,7:00:00,Correos de Costa Rica,PAN-8R6OG2GHSGN7IH,3,Panama,256
Juan Gomez H,2014-06-18,7:00:00,DHL,PAN-LFENOLJ3TJDT7I,3,Panama,432
Pedro Rodriguez O,2014-06-18,11:00:00,UPS,CRC-EYVP5WIBBULI6N,3,Costa Rica,365
Juan Gomez H,2014-06-19,10:00:00,FedEx,GTM-WZQ6G92X4PH3JS,2,Guatemala,402
Melissa Hernandez C,2014-06-19,11:00:00,FedEx,CRC-23RTK2WCPLD5QL,3,Costa Rica,215
Pedro Rodriguez O,2014-06-19,10:00:00,GoPato,GTM-C13NVVE8KR2CPA,2,Guatemala,32
Javier Viquez T,2014-06-19,8:00:00,GoPato,PAN-HJHARKYKK35SA0,2,Panama,245
Javier Viquez T,2014-06-19,13:00:00,DHL,NIC-54UF1H5HNUEHJ3,2,Nicaragua,104
Pedro Rodriguez O,2014-06-20,8:00:00,DHL,NIC-RX5KT4G0B54O74,1,Nicaragua,393
Victor Arias B,2014-06-20,7:00:00,GoPato,GTM-D0Q1T2BGLQAJAZ,1,Guatemala,32
Javier Viquez T,2014-06-20,9:00:00,FedEx,GTM-1GWA5FP09FP42L,3,Guatemala,408
Javier Viquez T,2014-06-20,13:00:00,DHL,GTM-ZFEZKWHUUARPJG,2,Guatemala,353
Juan Gomez H,2014-06-20,10:00:00,GoPato,CRC-6UUX0MM3T06SFN,3,Costa Rica,164
Javier Viquez T,2014-06-21,12:00:00,Correos de Costa Rica,NIC-J5OGVNL5RNCHGU,2,Nicaragua,78
Pedro Rodriguez O,2014-06-21,8:00:00,UPS,GTM-8FOU2GJNKEPRPZ,1,Guatemala,51
Victor Arias B,2014-06-21,7:00:00,FedEx,PAN-QIRKTPAYVU7D67,2,Panama,315
Juan Gomez H,2014-06-21,13:00:00,UPS,NIC-0Q2HI6NM4FOQ4X,3,Nicaragua,27
Juan Gomez H,2014-06-22,13:00:00,Correos de Costa Rica,CRC-005JJ3Z3P8DP7B,3,Costa Rica,274
Juan Gomez H,2014-06-22,8:00:00,FedEx,NIC-2I6RV8MTRDN273,3,Nicaragua,213
Victor Arias B,2014-06-22,8:00:00,FedEx,PAN-8MGG46Z1VSMA16,2,Panama,105
Melissa Hernandez C,2014-06-22,7:00:00,FedEx,PAN-MMEY3UDX6W9OW5,3,Panama,245
Melissa Hernandez C,2014-06-23,10:00:00,DHL,PAN-7TW9AXC2HDT4GV,2,Panama,421
Victor Arias B,2014-06-23,7:00:00,Correos de Costa Rica,PAN-8SH9YWHV8MQVQ7,1,Panama,226
Javier Viquez T,2014-06-23,13:00:00,DHL,GTM-8PIN9ICR45IWL3,2,Guatemala,175
Melissa Hernandez C,2014-06-23,8:00:00,DHL,PAN-U865LP4CVRZGO1,2,Panama,105
Victor Arias B,2014-06-23,11:00:00,GoPato,PAN-PKXY2Y1RDEUVFL,3,Panama,413
Pedro Rodriguez O,2014-06-24,10:00:00,FedEx,GTM-MOM3VXZMFMUB7P,1,Guatemala,102
Melissa Hernandez C,2014-06-24,12:00:00,FedEx,GTM-JFV3GJTDF6G8ZO,3,Guatemala,319
Juan Gomez H,2014-06-24,12:00:00,FedEx,PAN-NUJ7STQPBX4Y0E,1,Panama,446
Javier Viquez T,2014-06-24,12:00:00,GoPato,CRC-025IZ1M4VUOZKD,1,Costa Rica,339
Victor Arias B,2014-06-24,10:00:00,FedEx,CRC-G9CPBN9E28SY0Z,3,Costa Rica,378
Javier Viquez T,2014-06-25,13:00:00,FedEx,PAN-5VUMXH8L1CZ01P,2,Panama,128
Javier Viquez T,2014-06-25,7:00:00,FedEx,CRC-WFE2WMYLRXCO58,2,Costa Rica,250
Melissa Hernandez C,2014-06-25,12:00:00,Correos de Costa Rica,GTM-8XG5XSMUTB08TS,3,Guatemala,290
Melissa Hernandez C,2014-06-25,10:00:00,UPS,CRC-8UMVQDNWGCB7IZ,3,Costa Rica,246
Pedro Rodriguez O,2014-06-26,10:00:00,DHL,GTM-88CJ9W5UQD7P27,1,Guatemala,101
Melissa Hernandez C,2014-06-26,7:00:00,GoPato,NIC-4WI9FXRGSPXOQW,1,Nicaragua,410
Juan Gomez H,2014-06-26,10:00:00,GoPato,CRC-TDBB2PG1JMM8CL,2,Costa Rica,228
Victor Arias B,2014-06-26,7:00:00,UPS,GTM-4WI9SG82CZ270G,2,Guatemala,249
Melissa Hernandez C,2014-06-26,8:00:00,UPS,CRC-8EZSP3N474RO45,1,Costa Rica,253
Javier Viquez T,2014-06-26,9:00:00,GoPato,PAN-5VD4Y1OEXUHCXX,2,Panama,397
Javier Viquez T,2014-06-27,11:00:00,FedEx,PAN-TJSFYM221C1UOQ,2,Panama,336
Melissa Hernandez C,2014-06-27,13:00:00,Correos de Costa Rica,CRC-AJC93VREIA67F3,3,Costa Rica,144
Victor Arias B,2014-06-27,7:00:00,FedEx,CRC-TREKV8IL4E7BAG,1,Costa Rica,37
Javier Viquez T,2014-06-27,7:00:00,GoPato,NIC-7QROXMLL0V3IL2,3,Nicaragua,414
